site_id,time_index,value,weather_year
p10,1,0.0,2012
p10,2,0.0,2012
p10,3,0.012308,2012
p10,4,0.0,2012
p10,5,0.012631,2012
p10,6,0.0,2012
p10,7,0.0,2012
p10,8,0.013553,2012
p10,9,0.246766,2012
p10,10,0.492106,2012
p10,11,0.700833,2012
p10,12,0.8545,2012
p10,13,0.98276,2012
p10,14,1.0,2012
p10,15,0.979754,2012
p10,16,0.867406,2012
p10,17,0.697045,2012
p10,18,0.49057,2012
p10,19,0.276681,2012
p10,20,0.0,2012
p10,21,0.0,2012
p10,22,0.005037,2012
p10,23,0.0,2012
p10,24,0.0,2012
p10,25,0.0,2012
p10,26,0.0,2012
p10,27,0.0,2012
p10,28,0.005221,2012
p10,29,0.0,2012
p10,30,0.003398,2012
p10,31,0.003207,2012
p10,32,0.003662,2012
p10,33,0.264369,2012
p10,34,0.491755,2012
p10,35,0.711214,2012
p10,36,0.872566,2012
p10,37,0.975594,2012
p10,38,0.996399,2012
p10,39,0.977728,2012
p10,40,0.873611,2012
p10,41,0.705483,2012
p10,42,0.477807,2012
p10,43,0.267084,2012
p10,44,0.0,2012
p10,45,0.010794,2012
p10,46,0.0,2012
p10,47,0.0,2012
p10,48,0.0,2012
p10,49,0.0,2012
p10,50,0.0,2012
p10,51,0.0,2012
p10,52,0.0,2012
p10,53,0.0,2012
p10,54,0.0,2012
p10,55,0.0,2012
p10,56,0.0,2012
p10,57,0.268387,2012
p10,58,0.495696,2012
p10,59,0.71367,2012
p10,60,0.866209,2012
p10,61,0.949549,2012
p10,62,0.970173,2012
p10,63,0.946177,2012
p10,64,0.872999,2012
p10,65,0.711697,2012
p10,66,0.492075,2012
p10,67,0.245532,2012
p10,68,0.002719,2012
p10,69,0.011225,2012
p10,70,0.000104,2012
p10,71,0.0,2012
p10,72,0.0,2012
p10,73,0.0,2012
p10,74,0.0,2012
p10,75,0.0,2012
p10,76,0.0,2012
p10,77,0.017033,2012
p10,78,0.015592,2012
p10,79,0.0,2012
p10,80,0.0,2012
p10,81,0.249998,2012
p10,82,0.491769,2012
p10,83,0.682818,2012
p10,84,0.845614,2012
p10,85,0.956316,2012
p10,86,0.986067,2012
p10,87,0.960227,2012
p10,88,0.855778,2012
p10,89,0.694192,2012
p10,90,0.503233,2012
p10,91,0.262533,2012
p10,92,0.0,2012
p10,93,0.0,2012
p10,94,0.013854,2012
p10,95,0.0,2012
p10,96,0.006748,2012
p10,97,0.0,2012
p10,98,0.0,2012
p10,99,0.0,2012
p10,100,0.0,2012
p10,101,0.011039,2012
p10,102,0.003536,2012
p10,103,0.0,2012
p10,104,0.0,2012
p10,105,0.239773,2012
p10,106,0.499532,2012
p10,107,0.706973,2012
p10,108,0.834999,2012
p10,109,0.933807,2012
p10,110,0.991409,2012
p10,111,0.952487,2012
p10,112,0.846173,2012
p10,113,0.681596,2012
p10,114,0.482612,2012
p10,115,0.239016,2012
p10,116,0.018697,2012
p10,117,0.0,2012
p10,118,0.002891,2012
p10,119,0.003837,2012
p10,120,0.0,2012
p10,121,0.000155,2012
p10,122,0.0,2012
