site_id,time_index,value,weather_year
109173,1,0.017741,2012
109173,2,0.0,2012
109173,3,0.011392,2012
109173,4,0.003651,2012
109173,5,0.0,2012
109173,6,0.016909,2012
109173,7,0.014773,2012
109173,8,0.0,2012
109173,9,0.277746,2012
109173,10,0.488981,2012
109173,11,0.719327,2012
109173,12,0.873261,2012
109173,13,0.964768,2012
109173,14,0.981232,2012
109173,15,0.981718,2012
109173,16,0.868971,2012
109173,17,0.702719,2012
109173,18,0.494187,2012
109173,19,0.264898,2012
109173,20,0.0,2012
109173,21,0.000303,2012
109173,22,0.0,2012
109173,23,0.0,2012
109173,24,0.0,2012
109173,25,0.013639,2012
109173,26,0.012726,2012
109173,27,0.006693,2012
109173,28,0.0,2012
109173,29,0.018794,2012
109173,30,0.01361,2012
109173,31,0.0,2012
109173,32,0.002702,2012
109173,33,0.275418,2012
109173,34,0.508258,2012
109173,35,0.697403,2012
109173,36,0.859338,2012
109173,37,0.960522,2012
109173,38,1.0,2012
109173,39,0.968381,2012
109173,40,0.856467,2012
109173,41,0.701111,2012
109173,42,0.480526,2012
109173,43,0.256861,2012
109173,44,0.0,2012
109173,45,0.0,2012
109173,46,0.0,2012
109173,47,0.0,2012
109173,48,0.007965,2012
109173,49,0.0,2012
109173,50,0.002735,2012
109173,51,0.004105,2012
109173,52,0.018651,2012
109173,53,0.0,2012
109173,54,0.010981,2012
109173,55,0.0,2012
109173,56,0.005784,2012
109173,57,0.274759,2012
109173,58,0.475574,2012
109173,59,0.714474,2012
109173,60,0.841309,2012
109173,61,0.960725,2012
109173,62,0.968369,2012
109173,63,0.936174,2012
109173,64,0.840465,2012
109173,65,0.714221,2012
109173,66,0.504995,2012
109173,67,0.262019,2012
109173,68,0.005978,2012
109173,69,0.0,2012
109173,70,0.001124,2012
109173,71,0.0,2012
109173,72,0.018045,2012
109173,73,0.0,2012
109173,74,0.009877,2012
109173,75,0.0,2012
109173,76,0.017017,2012
109173,77,0.014095,2012
109173,78,0.019675,2012
109173,79,0.0,2012
109173,80,0.014815,2012
109173,81,0.253001,2012
109173,82,0.490913,2012
109173,83,0.695397,2012
109173,84,0.83331,2012
109173,85,0.962889,2012
109173,86,0.985251,2012
109173,87,0.931858,2012
109173,88,0.859198,2012
109173,89,0.678262,2012
109173,90,0.485787,2012
109173,91,0.260702,2012
109173,92,0.0,2012
109173,93,0.0,2012
109173,94,0.00489,2012
109173,95,0.0,2012
109173,96,0.0,2012
109173,97,0.0,2012
109173,98,0.0,2012
109173,99,0.019724,2012
109173,100,0.004178,2012
109173,101,0.003497,2012
109173,102,0.011239,2012
109173,103,0.0,2012
109173,104,0.0,2012
109173,105,0.256588,2012
109173,106,0.483603,2012
109173,107,0.68544,2012
109173,108,0.827731,2012
109173,109,0.938439,2012
109173,110,0.956897,2012
109173,111,0.957681,2012
109173,112,0.839212,2012
109173,113,0.697914,2012
109173,114,0.490943,2012
109173,115,0.249908,2012
109173,116,0.0,2012
109173,117,0.0,2012
109173,118,0.006184,2012
109173,119,0.0,2012
109173,120,0.0,2012
109173,121,0.018356,2012
109173,122,0.0,2012
109173,123,0.0,2012
109173,124,0.007596,2012
109173,125,0.0,2012
109173,126,0.0,2012
109173,127,0.0,2012
109173,128,0.007813,2012
109173,129,0.233782,2012
109173,130,0.479533,2012
109173,131,0.704789,2012
109173,132,0.844464,2012
109173,133,0.934595,2012
109173,134,0.960161,2012
109173,135,0.916496,2012
109173,136,0.855206,2012
109173,137,0.701731,2012
109173,138,0.503437,2012
109173,139,0.249869,2012
109173,140,0.003732,2012
109173,141,0.0,2012
109173,142,0.013136,2012
109173,143,0.003306,2012
109173,144,0.0,2012
109173,145,0.0,2012
109173,146,0.0,2012
109173,147,0.006828,2012
109173,148,0.010783,2012
109173,149,0.0,2012
109173,150,0.017155,2012
109173,151,0.010125,2012
109173,152,0.012195,2012
109173,153,0.236988,2012
109173,154,0.466914,2012
109173,155,0.689886,2012
109173,156,0.851019,2012
109173,157,0.923474,2012
109173,158,0.946398,2012
109173,159,0.922667,2012
109173,160,0.846971,2012
109173,161,0.693468,2012
109173,162,0.470573,2012
109173,163,0.235283,2012
109173,164,0.0,2012
109173,165,0.0,2012
109173,166,0.014026,2012
109173,167,0.0,2012
109173,168,0.0,2012
109173,169,0.0,2012
109173,170,0.0,2012
109173,171,0.008156,2012
109173,172,0.018881,2012
109173,173,0.004338,2012
109173,174,0.0,2012
109173,175,0.012482,2012
109173,176,0.0,2012
109173,177,0.231018,2012
109173,178,0.464266,2012
109173,179,0.670996,2012
109173,180,0.841518,2012
109173,181,0.912719,2012
109173,182,0.967535,2012
109173,183,0.906947,2012
109173,184,0.841709,2012
109173,185,0.68476,2012
109173,186,0.461649,2012
109173,187,0.229187,2012
109173,188,0.0,2012
109173,189,0.0,2012
109173,190,0.005895,2012
109173,191,0.0,2012
109173,192,0.002922,2012
109173,193,0.0,2012
109173,194,0.019135,2012
109173,195,0.0,2012
109173,196,0.006518,2012
109173,197,0.001261,2012
109173,198,0.019595,2012
109173,199,0.018194,2012
109173,200,0.0,2012
109173,201,0.243826,2012
109173,202,0.469321,2012
109173,203,0.658702,2012
109173,204,0.830092,2012
109173,205,0.933208,2012
109173,206,0.949156,2012
109173,207,0.934438,2012
109173,208,0.812624,2012
109173,209,0.662511,2012
109173,210,0.49326,2012
109173,211,0.262684,2012
109173,212,0.000495,2012
109173,213,0.002031,2012
109173,214,0.0,2012
109173,215,0.0,2012
109173,216,0.0,2012
109173,217,0.019404,2012
109173,218,0.000327,2012
109173,219,0.012287,2012
109173,220,0.0,2012
109173,221,0.009367,2012
109173,222,0.003612,2012
109173,223,0.019467,2012
109173,224,0.0,2012
109173,225,0.242991,2012
109173,226,0.462872,2012
109173,227,0.677016,2012
109173,228,0.800285,2012
109173,229,0.921104,2012
109173,230,0.957394,2012
109173,231,0.901776,2012
109173,232,0.811886,2012
109173,233,0.661342,2012
109173,234,0.487066,2012
109173,235,0.230564,2012
109173,236,0.016572,2012
109173,237,0.0,2012
109173,238,0.0,2012
109173,239,0.012472,2012
109173,240,0.0,2012
220928,1,0.002726,2012
220928,2,0.000714,2012
220928,3,0.015432,2012
220928,4,0.006974,2012
220928,5,0.019284,2012
220928,6,0.007261,2012
220928,7,0.0,2012
220928,8,0.017497,2012
220928,9,0.241982,2012
220928,10,0.507288,2012
220928,11,0.691436,2012
220928,12,0.853197,2012
220928,13,0.961379,2012
220928,14,0.999987,2012
220928,15,0.948069,2012
220928,16,0.862253,2012
220928,17,0.708587,2012
220928,18,0.491157,2012
220928,19,0.255063,2012
220928,20,0.011181,2012
220928,21,0.0,2012
